"A-4"|No |"59950239"|"98042630"
"A-7-6"|No |"59950239"|"98042631"
"A-6"|Yes|"59950239"|"98042632"
"A-7-6"|No |"59950240"|"98042633"
"A-7-5"|Yes|"59950240"|"98042634"
"A-7-6"|Yes|"59950241"|"98042635"
"A-6"|No |"59950242"|"98042636"
"A-4"|Yes|"59950242"|"98042637"
"A-7-5"|Yes|"59950243"|"98042638"
"A-7-6"|No |"59950243"|"98042639"
"A-7-6"|Yes|"59950244"|"98042640"
"A-6"|Yes|"59950245"|"98042641"
"A-7-6"|No |"59950245"|"98042642"
"A-4"|No |"59950245"|"98042643"
